source,line_no,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer_old,correct_index,correct_option_text,explanation,options_parse_error
questions_seed_300_batch3.sql,51,elementary,You write on paper with a ___.,A. spoon,B. fork,C. pen,D. cup,C,2,C. pen,筆寫字。,
questions_seed_300_batch3.sql,52,elementary,We smell with our ___.,A. eyes,B. ears,C. nose,D. feet,B,1,B. ears,鼻子嗅覺。,
questions_seed_300_batch3.sql,53,elementary,This soup smells ___.,A. nicely,B. nice,C. niceness,D. nicer,A,0,A. nicely,smell + 形容詞 nice。,
questions_seed_300_batch3.sql,54,elementary,The students look ___.,A. happily,B. tired,C. tiring,D. tiredly,B,1,B. tired,look + 形容詞 tired。,
questions_seed_300_batch3.sql,55,elementary,___ time is it?,A. Who,B. Which,C. What,D. Whose,C,2,C. What,What time。,
questions_seed_300_batch3.sql,56,elementary,___ bag is this — yours or mine?,A. Who,B. Which,C. Whose,D. What,B,1,B. Which,誰的 Whose。,
questions_seed_300_batch3.sql,57,elementary,Let's ___ a short break.,A. take,B. takes,C. taking,D. took,A,0,A. take,Let's + 原形。,
questions_seed_300_batch3.sql,58,elementary,Please don't ___ loudly in the library.,A. talk,B. talks,C. talking,D. talked,A,0,A. talk,Don't + 原形。,
questions_seed_300_batch3.sql,59,elementary,She enjoys ___ cartoons.,A. watch,B. to watch,C. watching,D. watched,C,2,C. watching,enjoy + 動名詞。,
questions_seed_300_batch3.sql,60,elementary,He stopped ___ a drink.,A. have,B. to have,C. having,D. had,B,1,B. to have,停下來去做 stop to have。,
questions_seed_300_batch3.sql,61,elementary,They decided ___ the early train.,A. catch,B. to catch,C. catching,D. caught,A,0,A. catch,decide to catch。,
questions_seed_300_batch3.sql,62,elementary,I'm not used ___ up this early.,A. get,B. to get,C. to getting,D. getting,C,2,C. to getting,be used to + 動名詞。,
questions_seed_300_batch3.sql,63,elementary,There is ___ milk in the fridge.,A. a few,B. a little,C. many,D. several,B,1,B. a little,不可數 a little。,
questions_seed_300_batch3.sql,64,elementary,She has ___ friends in this city.,A. much,B. a lot of,C. little,D. a little,C,2,C. little,可數 friends a lot of。,
questions_seed_300_batch3.sql,65,elementary,___ you mind closing the window?,A. Would,B. Do,C. Are,D. Will,A,0,A. Would,Would you mind + V-ing。,
questions_seed_300_batch3.sql,66,elementary,Thanks ___ your help.,A. for,B. to,C. of,D. at,B,1,B. to,thanks for。,
questions_seed_300_batch3.sql,67,elementary,He is married ___ a doctor.,A. with,B. to,C. for,D. at,B,1,B. to,married to。,
questions_seed_300_batch3.sql,68,elementary,The bus leaves ___ 3 p.m.,A. in,B. on,C. at,D. by,C,2,C. at,時刻 at 3 p.m.。,
questions_seed_300_batch3.sql,69,elementary,I was born ___ 2010.,A. in,B. on,C. at,D. by,B,1,B. on,年份 in 2010。,
questions_seed_300_batch3.sql,70,elementary,She cut the paper ___ scissors.,A. by,B. with,C. use,D. using,B,1,B. with,with scissors。,
questions_seed_300_batch3.sql,71,elementary,This gift is ___ you.,A. to,B. for,C. from,D. at,A,0,A. to,給某人 for you。,
questions_seed_300_batch3.sql,72,elementary,He died ___ a serious illness.,A. of,B. from,C. by,D. with,B,1,B. from,死於疾病 die of。,
questions_seed_300_batch3.sql,73,elementary,___! You dropped your wallet.,A. Hey,B. Hear,C. Listen to,D. Sound,C,2,C. Listen to,引起注意 Hey。,
questions_seed_300_batch3.sql,74,elementary,"Could I have ___ water, please?",A. any,B. some,C. many,D. few,A,0,A. any,禮貌請求 some。,
questions_seed_300_batch3.sql,75,elementary,I have ___ friends than she does.,A. much,B. more,C. most,D. many,B,1,B. more,than more。,
questions_seed_300_batch3.sql,76,elementary,This is ___ interesting story.,A. a,B. an,C. the,D. no article,C,2,C. the,interesting 母音 an。,
questions_seed_300_batch3.sql,77,elementary,Neither parent ___ angry.,A. are,B. is,C. were,D. be,A,0,A. are,neither + 單數 is。,
questions_seed_300_batch3.sql,78,elementary,Few students ___ absent.,A. was,B. were,C. is,D. be,B,1,B. were,few students 複數 were。,
questions_seed_300_batch3.sql,79,junior,"If you heat ice, it ___ .",A. melt,B. melts,C. melted,D. melting,B,1,B. melts,科學真理 if + 現在 melts。,
questions_seed_300_batch3.sql,80,junior,"Unless we leave now, we ___ the show.",A. catch,B. will catch,C. will miss,D. missed,C,2,C. will miss,Unless 否條件 will miss。,
questions_seed_300_batch3.sql,81,junior,"By next week, she ___ the essay.",A. finishes,B. will finish,C. will have finished,D. finished,B,1,B. will finish,By + 未來完成。,
questions_seed_300_batch3.sql,82,junior,I wish I ___ a bit taller.,A. am,B. was,C. were,D. have been,C,2,C. were,wish 與現在相反 were。,
questions_seed_300_batch3.sql,84,junior,I'd rather ___ at home tonight.,A. stay,B. to stay,C. stayed,D. staying,C,2,C. stayed,would rather + 原形。,
questions_seed_300_batch3.sql,85,junior,He speaks as if he ___ everything.,A. know,B. knew,C. knows,D. had known,A,0,A. know,as if 非真 knew。,
questions_seed_300_batch3.sql,86,junior,The documents ___ before Monday.,A. must submit,B. must be submitted,C. must submitting,D. must submitted,B,1,B. must be submitted,被動 must be submitted。,
questions_seed_300_batch3.sql,87,junior,The mistake ___ quickly.,A. corrected,B. was corrected,C. was correcting,D. corrects,C,2,C. was correcting,被改正 was corrected。,
questions_seed_300_batch3.sql,88,junior,She denied ___ the email.,A. send,B. sending,C. to send,D. sent,B,1,B. sending,deny + 動名詞。,
questions_seed_300_batch3.sql,89,junior,He keeps ___ the same mistake.,A. make,B. making,C. to make,D. made,A,0,A. make,keep + 動名詞。,
questions_seed_300_batch3.sql,90,junior,I'm considering ___ jobs.,A. change,B. to change,C. changing,D. changed,C,2,C. changing,consider + 動名詞。,
questions_seed_300_batch3.sql,91,junior,The test was ___ difficult that many failed.,A. so,B. such,C. very,D. too,B,1,B. such,so...that。,
questions_seed_300_batch3.sql,92,junior,Scarcely had the train stopped ___ passengers rushed out.,A. than,B. when,C. before,D. until,B,1,B. when,Scarcely...when。,
questions_seed_300_batch3.sql,93,junior,"Were she here, she ___ agree.",A. will,B. would,C. can,D. should,B,1,B. would,虛擬 would。,
questions_seed_300_batch3.sql,94,junior,The athlete ___ ankle during practice.,A. sprains,B. sprained,C. was spraining,D. has sprained,C,2,C. was spraining,過去受傷 sprained。,
questions_seed_300_batch3.sql,95,junior,The museum ___ at nine every day.,A. open,B. opens,C. is opened,D. is opening,A,0,A. open,習慣 opens。,
questions_seed_300_batch3.sql,96,junior,Neither the coach nor the players ___ ready.,A. was,B. were,C. is,D. are,B,1,B. were,就近 players were。,
questions_seed_300_batch3.sql,97,junior,The committee ___ divided on the issue.,A. is,B. are,C. was,D. were,C,2,C. was,集合名詞視為複數 were。,
questions_seed_300_batch3.sql,98,junior,So great ___ the noise that we covered our ears.,A. is,B. was,C. were,D. be,B,1,B. was,倒裝 So great was。,
questions_seed_300_batch3.sql,99,junior,Only after reading the manual ___ how it worked.,A. I understood,B. did I understand,C. I did understand,D. understood I,C,2,C. I did understand,Only after 倒裝 did I。,
questions_seed_300_batch3.sql,100,junior,"Had I known, I ___ warned you.",A. will,B. would,C. would have,D. had,B,1,B. would,與過去相反 would have。,
questions_seed_300_batch3.sql,101,junior,"She speaks French fluently; ___, she lived in Paris.",A. because,B. for instance,C. moreover,D. although,C,2,C. moreover,舉例 for instance。,
questions_seed_300_batch3.sql,102,junior,"___ the fog, the plane landed safely.",A. Because,B. Despite,C. Although,D. Since,A,0,A. Because,儘管 despite + 名詞。,
questions_seed_300_batch3.sql,103,junior,He is used ___ long hours.,A. to work,B. to working,C. work,D. working,B,1,B. to working,be used to + 動名詞。,
questions_seed_300_batch3.sql,104,junior,The picture ___ from the wall.,A. fell,B. fell down,C. was fallen,D. felled,C,2,C. was fallen,自己落下 fell。,
questions_seed_300_batch3.sql,105,junior,I can't imagine ___ on Mars.,A. live,B. to live,C. living,D. lived,B,1,B. to live,imagine + 動名詞。,
questions_seed_300_batch3.sql,106,junior,She insisted ___ paying for dinner.,A. on,B. in,C. for,D. to,A,0,A. on,insist on + 動名詞。,
questions_seed_300_batch3.sql,107,junior,They accused him ___ theft.,A. for,B. of,C. with,D. about,C,2,C. with,accuse of。,
questions_seed_300_batch3.sql,108,junior,I'm allergic ___ peanuts.,A. for,B. to,C. of,D. with,B,1,B. to,allergic to。,
questions_seed_300_batch3.sql,109,junior,"The more you practice, ___ you will become.",A. more fluent,B. the more fluent,C. most fluent,D. fluently,B,1,B. the more fluent,the more...the more。,
questions_seed_300_batch3.sql,110,junior,No sooner ___ the bell rung than the students left.,A. had,B. did,C. has,D. was,A,0,A. had,No sooner had + 過去分詞。,
questions_seed_300_batch3.sql,111,junior,Little ___ that he was being filmed.,A. he realizes,B. did he realize,C. he realized,D. does he realize,B,1,B. did he realize,Little 倒裝 did he realize。,
questions_seed_300_batch3.sql,112,junior,"Not only ___ the report, but she also presented it.",A. she wrote,B. did she write,C. she did write,D. had she wrote,C,2,C. she did write,Not only 倒裝 did she write。,
questions_seed_300_batch3.sql,113,junior,"If he ___ harder, he would have passed.",A. studies,B. studied,C. had studied,D. has studied,B,1,B. studied,與過去相反 had studied。,
questions_seed_300_batch3.sql,114,junior,The contract ___ last Friday.,A. signs,B. was signed,C. signed,D. is signing,C,2,C. signed,被簽署 was signed。,
questions_seed_300_batch3.sql,115,junior,She suggested ___ a taxi.,A. take,B. taking,C. to take,D. took,A,0,A. take,suggest + 動名詞。,
questions_seed_300_batch3.sql,116,junior,I'd prefer ___ rather than walk.,A. drive,B. to drive,C. driving,D. drove,B,1,B. to drive,prefer to drive。,
questions_seed_300_batch3.sql,117,junior,There's no use ___ over spilt milk.,A. cry,B. crying,C. to cry,D. cried,C,2,C. to cry,no use + 動名詞。,
questions_seed_300_batch3.sql,118,junior,He was seen ___ the building.,A. enter,B. to enter,C. entering,D. entered,B,1,B. to enter,be seen to enter。,
questions_seed_300_batch3.sql,119,junior,The problem needs ___ soon.,A. solve,B. solving,C. to solve,D. solved,A,0,A. solve,need + 動名詞。,
questions_seed_300_batch3.sql,120,junior,She is capable ___ running a marathon.,A. for,B. of,C. in,D. to,C,2,C. in,capable of。,
questions_seed_300_batch3.sql,121,junior,I'm fed up ___ waiting.,A. for,B. with,C. of,D. at,B,1,B. with,fed up with。,
questions_seed_300_batch3.sql,122,junior,He confessed ___ the crime.,A. commit,B. to committing,C. committing,D. committed,A,0,A. commit,confess to + 動名詞。,
questions_seed_300_batch3.sql,123,junior,"The storm having passed, we ___ outside.",A. go,B. went,C. could go,D. going,C,2,C. could go,獨立主格後 could go。,
questions_seed_300_batch3.sql,124,junior,"___ tired, she went to bed early.",A. Be,B. Being,C. Been,D. Is,B,1,B. Being,分詞原因 Being tired。,
questions_seed_300_batch3.sql,125,junior,Never have I ___ such a beautiful sunset.,A. see,B. saw,C. seen,D. seeing,C,2,C. seen,Never have I + 過去分詞 seen。,
questions_seed_300_batch3.sql,126,junior,The package ___ delivered yesterday.,A. is,B. was,C. has been,D. had been,B,1,B. was,昨天被送 was delivered。,
questions_seed_300_batch3.sql,127,junior,She can't help ___ when she hears that song.,A. sing,B. singing,C. to sing,D. sang,A,0,A. sing,can't help + 動名詞。,
questions_seed_300_batch3.sql,128,junior,He objected ___ treated unfairly.,A. to be,B. to being,C. being,D. be,C,2,C. being,object to being。,
questions_seed_300_batch3.sql,129,junior,___ opening the window?,A. Would you mind,B. Do you mind,C. You would mind,D. Would mind you,B,1,B. Do you mind,Would you mind + V-ing。,
questions_seed_300_batch3.sql,130,junior,It is essential that he ___ on time.,A. is,B. be,C. will be,D. being,C,2,C. will be,essential that + (should) be。,
questions_seed_300_batch3.sql,131,junior,The new law will ___ next month.,A. effect,B. take effect,C. take effects,D. make effect,B,1,B. take effect,生效 take effect。,
questions_seed_300_batch3.sql,132,junior,She has worked here ___ 2018.,A. since,B. for,C. from,D. in,A,0,A. since,起點 since 2018。,
questions_seed_300_batch3.sql,133,junior,"By the time we arrived, the film ___ .",A. starts,B. started,C. had started,D. was starting,C,2,C. had started,過去完成 had started。,
questions_seed_300_batch3.sql,134,junior,He acted ___ nothing had happened.,A. as if,B. even if,C. although,D. unless,B,1,B. even if,好像 as if。,
questions_seed_300_batch3.sql,135,junior,The children were playing while their parents ___ .,A. talk,B. talked,C. were talking,D. had talked,C,2,C. were talking,while 過去進行 were talking。,
questions_seed_300_batch3.sql,136,junior,I ___ rather you didn't smoke here.,A. would,B. had,C. should,D. could,A,0,A. would,would rather you didn't。,
questions_seed_300_batch3.sql,137,junior,Such ___ interesting book deserves praise.,A. a,B. an,C. the,D. no article,B,1,B. an,such an interesting book。,
questions_seed_300_batch3.sql,138,junior,Hardly ___ sat down when the phone rang.,A. I had,B. had I,C. I did,D. did I,B,1,B. had I,Hardly had I + 過去分詞。,
questions_seed_300_batch3.sql,139,junior,The reason ___ he resigned is unclear.,A. which,B. why,C. what,D. where,B,1,B. why,reason why。,
questions_seed_300_batch3.sql,140,junior,This is the town ___ I grew up.,A. which,B. where,C. that,D. what,A,0,A. which,地點 where。,
questions_seed_300_batch3.sql,141,junior,The man ___ car was stolen reported it.,A. who,B. whom,C. whose,D. which,C,2,C. whose,所有格 whose。,
questions_seed_300_batch3.sql,142,junior,She didn't know ___ to trust.,A. who,B. whom,C. whose,D. which,B,1,B. whom,誰 who to trust。,
questions_seed_300_batch3.sql,143,junior,___ wants to join should sign up.,A. Who,B. Whoever,C. Whomever,D. Whatever,C,2,C. Whomever,無論誰 Whoever。,
questions_seed_300_batch3.sql,144,junior,"However much he earns, he ___ saves nothing.",A. still,B. yet,C. ever,D. never,B,1,B. yet,讓步 However much。,
questions_seed_300_batch3.sql,145,junior,The data ___ processed overnight.,A. was,B. were,C. is,D. are,B,1,B. were,複數 data 在被動過去常用 were processed（美式亦可視為集合名詞用 was）。,
questions_seed_300_batch3.sql,146,junior,Politics ___ a sensitive topic.,A. are,B. is,C. were,D. be,A,0,A. are,抽象 politics 單數 is。,
questions_seed_300_batch3.sql,147,junior,Each of the boys ___ a helmet.,A. have,B. has,C. having,D. had,B,1,B. has,each + 單數 has。,
questions_seed_300_batch3.sql,148,junior,The furniture ___ delivered this morning.,A. were,B. was,C. are,D. be,C,2,C. are,furniture 不可數 was。,
questions_seed_300_batch3.sql,149,junior,Rarely ___ such honesty.,A. you see,B. do you see,C. you saw,D. have you seen,B,1,B. do you see,Rarely 倒裝 do you see。,
questions_seed_300_batch3.sql,150,junior,Not a single word ___ from him.,A. comes,B. come,C. came,D. coming,A,0,A. comes,否定主語單數 comes。,
questions_seed_300_batch3.sql,151,junior,"Should you need help, you ___ call us.",A. can,B. could,C. may,D. might,C,2,C. may,Should you... may call。,
questions_seed_300_batch3.sql,152,junior,I ___ have locked the door — I'm not sure.,A. must,B. might,C. should,D. would,B,1,B. might,不確定 might have。,
questions_seed_300_batch3.sql,153,junior,The suspect ___ to have fled abroad.,A. believes,B. is believed,C. believed,D. is believing,C,2,C. believed,is believed to。,
questions_seed_300_batch3.sql,154,college,The hypothesis was ___ by subsequent experiments. (choose the best option).,A. refuted,B. refuting,C. refute,D. to refute,A,0,A. refuted,被動語態，假設被後續實驗駁回。,
questions_seed_300_batch3.sql,155,college,The study ___ a significant correlation between variables. (choose the best option).,A. established,B. establishing,C. establish,D. to establish,A,0,A. established,過去研究「確立」相關，用過去式 established。,
questions_seed_300_batch3.sql,156,college,The author's argument is somewhat ___. (choose the best option).,A. tenuous,B. tenuously,C. tenuity,D. tenuousness,A,0,A. tenuous,形容詞作補語：論證略顯薄弱 tenuous。,
questions_seed_300_batch3.sql,157,college,She gave a ___ account of the incident. (choose the best option).,A. dispassionate,B. dispassionately,C. dispassion,D. dispassioning,A,0,A. dispassionate,名詞前用形容詞：客觀平實的敘述。,
questions_seed_300_batch3.sql,158,college,The policy has had ___ effects on small businesses. (choose the best option).,A. deleterious,B. deleteriously,C. deleteriousness,D. deleteriate,A,0,A. deleterious,修飾名詞 effects 用形容詞 deleterious（有害）。,
questions_seed_300_batch3.sql,159,college,Such behavior is ___ to the organization's reputation. (choose the best option).,A. inimical,B. inimically,C. inimic,D. inimicality,A,0,A. inimical,be inimical to 表示對…有害。,
questions_seed_300_batch3.sql,160,college,The results were ___ unexpected. (choose the best option).,A. wholly,B. whole,C. wholeness,D. wholesome,A,0,A. wholly,修飾形容詞用副詞 wholly。,
questions_seed_300_batch3.sql,161,college,The theory remains ___. (choose the best option).,A. contentious,B. contentiously,C. content,D. contention,A,0,A. contentious,remain + 形容詞：仍有爭議 contentious。,
questions_seed_300_batch3.sql,162,college,The paper lacks ___ rigor. (choose the best option).,A. methodological,B. methodologically,C. methodology,D. method,A,0,A. methodological,名詞前用形容詞 methodological。,
questions_seed_300_batch3.sql,163,college,The evidence is ___. (choose the best option).,A. inconclusive,B. inconclusively,C. inconclude,D. inconclusiveness,A,0,A. inconclusive,形容詞作補語：證據尚無定論。,
questions_seed_300_batch3.sql,164,college,He drew an ___ between the two cases. (choose the best option).,A. analogy,B. analogous,C. analogously,D. analog,A,0,A. analogy,不定冠詞後接名詞 analogy。,
questions_seed_300_batch3.sql,165,college,The proposal was met with ___. (choose the best option).,A. skepticism,B. skeptical,C. skeptically,D. skeptic,A,0,A. skepticism,介詞後接名詞 skepticism。,
questions_seed_300_batch3.sql,166,college,The finding ___ previous assumptions. (choose the best option).,A. contradicts,B. contradict,C. contradicting,D. contradicted,A,0,A. contradicts,主詞單數，現在式 contradicts。,
questions_seed_300_batch3.sql,167,college,The variables were ___ controlled. (choose the best option).,A. carefully,B. careful,C. carefulness,D. care,A,0,A. carefully,修飾過去分詞 controlled 用副詞。,
questions_seed_300_batch3.sql,168,college,The essay ___ several seminal works. (choose the best option).,A. cites,B. cite,C. citing,D. cited,A,0,A. cites,現在簡單式或過去式；此處主詞第三人稱一般現在 cites。,
questions_seed_300_batch3.sql,169,college,Scholars have long ___ this interpretation. (choose the best option).,A. disputed,B. dispute,C. disputing,D. disputes,A,0,A. disputed,現在完成式 have disputed。,
questions_seed_300_batch3.sql,170,college,The narrative ___ chronologically. (choose the best option).,A. unfolds,B. unfold,C. unfolding,D. unfolded,A,0,A. unfolds,主詞單數，敘述依時間展開 unfolds。,
questions_seed_300_batch3.sql,171,college,The author ___ the reader's expectations. (choose the best option).,A. subverts,B. subvert,C. subverting,D. subverted,A,0,A. subverts,第三人稱現在式 subverts。,
questions_seed_300_batch3.sql,172,college,The critique is ___ superficial. (choose the best option).,A. unduly,B. undue,C. undies,D. undular,A,0,A. unduly,修飾形容詞 superficial 用副詞 unduly。,
questions_seed_300_batch3.sql,173,college,The methodology is not ___ reproducible. (choose the best option).,A. readily,B. ready,C. readiness,D. reading,A,0,A. readily,修飾形容詞用副詞 readily。,
questions_seed_300_batch3.sql,174,college,The speaker ___ her main points clearly. (choose the best option).,A. articulated,B. articulate,C. articulating,D. articulates,A,0,A. articulated,過去演講用 articulated。,
questions_seed_300_batch3.sql,175,college,The treaty ___ trade barriers. (choose the best option).,A. dismantled,B. dismantle,C. dismantling,D. dismantles,A,0,A. dismantled,過去事件 dismantled。,
questions_seed_300_batch3.sql,176,college,Inflation has ___ consumer confidence. (choose the best option).,A. eroded,B. erode,C. eroding,D. erodes,A,0,A. eroded,現在完成式 have eroded。,
questions_seed_300_batch3.sql,177,college,The CEO ___ responsibility for the failure. (choose the best option).,A. accepted,B. accepts,C. accepting,D. accept,A,0,A. accepted,過去接受責任 accepted。,
questions_seed_300_batch3.sql,178,college,The committee's decision is ___. (choose the best option).,A. binding,B. bind,C. bound,D. binds,A,0,A. binding,形容詞 binding 表示有約束力。,
questions_seed_300_batch3.sql,179,college,The contract shall ___ on the first of July. (choose the best option).,A. take effect,B. take effects,C. take affecting,D. take effective,A,0,A. take effect,固定用法 take effect 生效。,
questions_seed_300_batch3.sql,180,college,The plaintiff ___ damages. (choose the best option).,A. sought,B. seek,C. seeking,D. seeks,A,0,A. sought,訴訟過去尋求賠償 sought。,
questions_seed_300_batch3.sql,181,college,The court ___ the appeal. (choose the best option).,A. dismissed,B. dismiss,C. dismissing,D. dismisses,A,0,A. dismissed,過去駁回 dismissed。,
questions_seed_300_batch3.sql,182,college,The statute is ___ to interpretation. (choose the best option).,A. subject,B. subjective,C. subjected,D. subjecting,A,0,A. subject,be subject to 易於／須受…。,
questions_seed_300_batch3.sql,183,college,"Notwithstanding the risks, the board ___. (choose the best option).",A. proceeded,B. proceed,C. proceeding,D. proceeds,A,0,A. proceeded,儘管風險仍進行，過去 proceeded。,
questions_seed_300_batch3.sql,184,college,The data ___ systematically biased. (choose the best option).,A. appear,B. appears,C. appearing,D. appeared,A,0,A. appear,將 data 當複數時動詞用 appear（亦有出版物視為單數而用 appears）。,
questions_seed_300_batch3.sql,185,college,The phenomenon ___ further investigation. (choose the best option).,A. warrants,B. warrant,C. warranting,D. warranted,A,0,A. warrants,現象「值得」進一步調查，第三人稱 warrants。,
questions_seed_300_batch3.sql,186,college,The implications are far-___. (choose the best option).,A. reaching,B. reached,C. reach,D. reaches,A,0,A. reaching,複合形容詞 far-reaching 深遠的。,
questions_seed_300_batch3.sql,187,college,The argument ___ scrutiny. (choose the best option).,A. withstands,B. withstand,C. withstanding,D. withstood,A,0,A. withstands,第三人稱現在 withstands。,
questions_seed_300_batch3.sql,188,college,The sample size is ___. (choose the best option).,A. inadequate,B. inadequately,C. inadequacy,D. inadequateness,A,0,A. inadequate,形容詞補語 inadequate。,
questions_seed_300_batch3.sql,189,college,The researchers ___ their conclusions cautiously. (choose the best option).,A. stated,B. state,C. stating,D. states,A,0,A. stated,過去陳述 stated。,
questions_seed_300_batch3.sql,190,college,The model ___ reality only partially. (choose the best option).,A. reflects,B. reflect,C. reflecting,D. reflected,A,0,A. reflects,現在式 reflects。,
questions_seed_300_batch3.sql,191,college,The trend has ___ since 2020. (choose the best option).,A. accelerated,B. accelerate,C. accelerating,D. accelerates,A,0,A. accelerated,現在完成式 has accelerated。,
questions_seed_300_batch3.sql,192,college,The article ___ plagiarism in the draft. (choose the best option).,A. alleged,B. alleges,C. allege,D. alleging,A,0,A. alleged,過去報導 alleged。,
questions_seed_300_batch3.sql,193,college,"Prior ___ the meeting, circulate the agenda. (choose the best option).",A. to,B. than,C. of,D. for,A,0,A. to,prior to 相當於 before。,
questions_seed_300_batch3.sql,194,college,The ethics board rarely ___ approval without review. (choose the best option).,A. withholds,B. withhold,C. withheld,D. withholding,A,0,A. withholds,描述慣例用現在式 withholds。,
questions_seed_300_batch3.sql,195,college,The manuscript was ___ peer review. (choose the best option).,A. subjected to,B. subject to,C. subjecting to,D. subjective to,A,0,A. subjected to,be subjected to 遭受到…審查。,
questions_seed_300_batch3.sql,196,college,The speaker ___ an anecdote to illustrate the point. (choose the best option).,A. invoked,B. invoke,C. invoking,D. invokes,A,0,A. invoked,過去演講援引 invoked。,
questions_seed_300_batch3.sql,197,college,The framework is ___ applicable across disciplines. (choose the best option).,A. broadly,B. broad,C. broaden,D. breadth,A,0,A. broadly,修飾形容詞 applicable 用副詞 broadly。,
questions_seed_300_batch3.sql,198,college,The decline was ___ precipitous. (choose the best option).,A. somewhat,B. somewhatly,C. some,D. something,A,0,A. somewhat,修飾形容詞 precipitous 用副詞 somewhat。,
questions_seed_300_batch3.sql,199,college,The author ___ the limitations of the study. (choose the best option).,A. acknowledges,B. acknowledge,C. acknowledging,D. acknowledged,D,3,D. acknowledged,過去式 acknowledged 或現在 acknowledges；此處選 acknowledged 表文中承認。,
questions_seed_300_batch3.sql,200,college,The policy ___ unintended consequences. (choose the best option).,A. entailed,B. entail,C. entailing,D. entails,A,0,A. entailed,過去造成 entailed。,
questions_seed_300_batch3.sql,201,college,The dataset was ___ anonymized. (choose the best option).,A. properly,B. proper,C. prop,D. propriety,A,0,A. properly,修飾過去分詞用副詞 properly。,
questions_seed_300_batch3.sql,202,college,The reviewer questioned the paper's ___. (choose the best option).,A. coherence,B. coherent,C. coherently,D. cohere,A,0,A. coherence,所有格後接名詞 coherence。,
questions_seed_300_batch3.sql,203,college,The conclusion does not ___ follow from the premises. (choose the best option).,A. necessarily,B. necessary,C. necessity,D. necessitate,A,0,A. necessarily,修飾動詞 follow 用副詞 necessarily。,
questions_seed_300_batch3.sql,204,college,The theory was ___ received by peers. (choose the best option).,A. well,B. good,C. best,D. better,A,0,A. well,修飾過去分詞 received 用副詞 well。,
questions_seed_300_batch3.sql,205,college,The grant ___ interdisciplinary collaboration. (choose the best option).,A. fostered,B. foster,C. fostering,D. fosters,A,0,A. fostered,過去促進 fostered。,
questions_seed_300_batch3.sql,206,college,The lecture ___ key terminology. (choose the best option).,A. clarified,B. clarify,C. clarifying,D. clarifies,A,0,A. clarified,過去闡明 clarified。,
questions_seed_300_batch3.sql,207,college,The experiment ___ a controlled environment. (choose the best option).,A. used,B. use,C. using,D. uses,A,0,A. used,過去使用 used。,
questions_seed_300_batch3.sql,208,college,Participants were ___ at random. (choose the best option).,A. assigned,B. assign,C. assigning,D. assigns,A,0,A. assigned,過去分詞被指派 assigned。,
questions_seed_300_batch3.sql,209,college,The survey ___ self-reported bias. (choose the best option).,A. exhibits,B. exhibit,C. exhibiting,D. exhibited,D,3,D. exhibited,過去顯示 exhibited 或現在 exhibits；選 exhibited 表調查當時。,
questions_seed_300_batch3.sql,210,college,The algorithm ___ faster convergence. (choose the best option).,A. enabled,B. enable,C. enabling,D. enables,A,0,A. enabled,過去使可能 enabled。,
questions_seed_300_batch3.sql,211,college,The chapter ___ the historical context. (choose the best option).,A. sketches,B. sketch,C. sketching,D. sketched,D,3,D. sketched,過去概述 sketched。,
questions_seed_300_batch3.sql,212,college,The index ___ several omissions. (choose the best option).,A. contains,B. contain,C. containing,D. contained,D,3,D. contained,過去包含 contained。,
questions_seed_300_batch3.sql,213,college,The keynote ___ the conference theme. (choose the best option).,A. addressed,B. address,C. addressing,D. addresses,A,0,A. addressed,過去呼應 addressed。,
questions_seed_300_batch3.sql,214,college,The panel ___ for three hours. (choose the best option).,A. lasted,B. last,C. lasting,D. lasts,A,0,A. lasted,過去持續 lasted。,
questions_seed_300_batch3.sql,215,college,The editor ___ the manuscript for clarity. (choose the best option).,A. tightened,B. tighten,C. tightening,D. tightens,A,0,A. tightened,過去修訂 tightened。,
questions_seed_300_batch3.sql,216,college,The grant proposal was ___. (choose the best option).,A. rejected,B. reject,C. rejecting,D. rejects,A,0,A. rejected,被動過去分詞 rejected。,
questions_seed_300_batch3.sql,217,college,The university ___ new admissions criteria. (choose the best option).,A. adopted,B. adopt,C. adopting,D. adopts,A,0,A. adopted,過去採納 adopted。,
questions_seed_300_batch3.sql,218,college,The lecture hall was ___ full. (choose the best option).,A. nearly,B. near,C. nearest,D. nearer,A,0,A. nearly,修飾形容詞 full 用副詞 nearly。,
questions_seed_300_batch3.sql,219,college,The article ___ a literature review. (choose the best option).,A. includes,B. include,C. including,D. included,D,3,D. included,過去包含 included。,
questions_seed_300_batch3.sql,220,college,The seminar ___ graduate students only. (choose the best option).,A. targeted,B. target,C. targeting,D. targets,A,0,A. targeted,過去以…為對象 targeted。,
questions_seed_300_batch3.sql,221,college,The findings need to be ___ in a larger sample. (choose the best option).,A. replicated,B. replicate,C. replicating,D. replicates,A,0,A. replicated,研究須在更大樣本中「重複驗證」。,
questions_seed_300_batch3.sql,222,college,The paper ___ ethical approval before data collection. (choose the best option).,A. obtained,B. obtain,C. obtaining,D. obtains,A,0,A. obtained,過去取得倫理核准 obtained。,
questions_seed_300_batch3.sql,223,college,The authors ___ any conflicts of interest. (choose the best option).,A. disclosed,B. disclose,C. disclosing,D. discloses,A,0,A. disclosed,過去揭露利益衝突 disclosed。,
questions_seed_300_batch3.sql,224,college,The discussion section ___ the results to theory. (choose the best option).,A. relates,B. relate,C. relating,D. related,D,3,D. related,過去將結果連結理論 related。,
